0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
yes,Private,yes,HS-grad,no,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,Some-college,yes,Divorced,Machine-op-inspct,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,State-gov,no,11th,no,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,?,no,Masters,yes,Married-civ-spouse,?,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Some-college,yes,Divorced,Other-service,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,yes,Preschool,no,Widowed,Priv-house-serv,Other-relative,White,Female,yes,yes,yes,Guatemala,-1.0
yes,Private,no,Assoc-voc,yes,Divorced,Other-service,Not-in-family,White,Male,yes,yes,no,United-States,-1.0
no,Private,yes,HS-grad,no,Never-married,Handlers-cleaners,Own-child,Black,Male,yes,yes,no,United-States,-1.0
yes,Private,no,7th-8th,no,Married-civ-spouse,Other-service,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,HS-grad,no,Divorced,Craft-repair,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,Doctorate,yes,Widowed,Prof-specialty,Unmarried,White,Male,yes,yes,yes,Iran,1.0
yes,Self-emp-not-inc,no,Prof-school,yes,Married-civ-spouse,Prof-specialty,Husband,Other,Male,yes,yes,yes,India,1.0
yes,Local-gov,no,Assoc-acdm,yes,Divorced,Other-service,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
no,Private,no,12th,no,Divorced,Craft-repair,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,State-gov,no,Assoc-acdm,yes,Never-married,Adm-clerical,Not-in-family,Black,Male,yes,yes,yes,United-States,-1.0
no,State-gov,yes,HS-grad,no,Divorced,Craft-repair,Own-child,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,HS-grad,no,Never-married,Tech-support,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,Some-college,yes,Never-married,Other-service,Own-child,White,Male,yes,yes,no,United-States,-1.0
yes,Private,no,12th,no,Divorced,Machine-op-inspct,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,yes,HS-grad,no,Divorced,Sales,Own-child,White,Male,yes,yes,yes,?,-1.0
yes,Local-gov,no,Some-college,yes,Married-civ-spouse,Protective-serv,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,no,Assoc-voc,yes,Never-married,Craft-repair,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,Some-college,yes,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Local-gov,no,HS-grad,no,Married-civ-spouse,Protective-serv,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,no,Bachelors,yes,Married-civ-spouse,Farming-fishing,Husband,White,Male,yes,yes,no,United-States,-1.0
no,Private,no,Masters,yes,Never-married,Prof-specialty,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,no,Some-college,yes,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,yes,Some-college,yes,Divorced,Other-service,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
yes,Federal-gov,yes,Some-college,yes,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,yes,yes,yes,Laos,-1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,no,HS-grad,no,Married-civ-spouse,Farming-fishing,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,no,HS-grad,no,Married-civ-spouse,Farming-fishing,Husband,White,Male,yes,yes,no,United-States,-1.0
yes,Self-emp-not-inc,yes,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,no,United-States,-1.0
yes,Private,yes,Doctorate,yes,Married-civ-spouse,Prof-specialty,Wife,White,Female,yes,yes,no,United-States,-1.0
no,Private,yes,Assoc-acdm,yes,Married-civ-spouse,Adm-clerical,Wife,Black,Female,yes,yes,no,United-States,-1.0
yes,State-gov,yes,Some-college,yes,Widowed,Adm-clerical,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
no,Private,yes,Some-college,yes,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,11th,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,HS-grad,no,Never-married,Handlers-cleaners,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,?,no,Some-college,yes,Never-married,?,Own-child,White,Female,yes,yes,no,United-States,-1.0
no,Local-gov,no,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,Germany,1.0
no,Private,yes,Assoc-voc,yes,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,yes,Bachelors,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,yes,Some-college,yes,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Local-gov,yes,HS-grad,no,Married-civ-spouse,Adm-clerical,Husband,White,Male,yes,yes,no,United-States,-1.0
yes,Self-emp-inc,yes,Assoc-voc,yes,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,yes,yes,yes,Thailand,-1.0
yes,Federal-gov,yes,Assoc-acdm,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Local-gov,no,Assoc-acdm,yes,Never-married,Protective-serv,Unmarried,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,Some-college,yes,Never-married,Handlers-cleaners,Own-child,White,Male,yes,yes,no,United-States,-1.0
yes,Self-emp-inc,no,HS-grad,no,Married-civ-spouse,Farming-fishing,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,HS-grad,no,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Local-gov,yes,Bachelors,yes,Never-married,Prof-specialty,Own-child,White,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,12th,no,Never-married,Sales,Own-child,White,Female,yes,yes,no,United-States,-1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Adm-clerical,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,Bachelors,yes,Divorced,Exec-managerial,Not-in-family,White,Female,yes,yes,yes,United-States,1.0
yes,Local-gov,yes,Masters,yes,Married-civ-spouse,Prof-specialty,Wife,White,Female,yes,yes,yes,United-States,1.0
yes,Private,no,HS-grad,no,Widowed,Handlers-cleaners,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
no,Local-gov,yes,HS-grad,no,Divorced,Tech-support,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
no,Private,no,HS-grad,no,Never-married,Machine-op-inspct,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,10th,no,Never-married,Other-service,Unmarried,Black,Female,yes,yes,no,United-States,-1.0
yes,Private,yes,HS-grad,no,Widowed,Adm-clerical,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
yes,Private,no,HS-grad,no,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,11th,no,Divorced,Craft-repair,Own-child,White,Male,yes,yes,yes,United-States,-1.0
no,Local-gov,yes,Some-college,yes,Never-married,Adm-clerical,Own-child,White,Female,yes,yes,no,United-States,-1.0
yes,Private,yes,HS-grad,no,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,Bachelors,yes,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,yes,yes,no,United-States,-1.0
no,Private,yes,11th,no,Never-married,Craft-repair,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,Local-gov,yes,Assoc-acdm,yes,Married-civ-spouse,Protective-serv,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,no,HS-grad,no,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,yes,yes,yes,Ireland,1.0
no,Private,no,HS-grad,no,Never-married,Other-service,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,Federal-gov,yes,Masters,yes,Married-civ-spouse,Armed-Forces,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,HS-grad,no,Divorced,Tech-support,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,Some-college,yes,Separated,Farming-fishing,Other-relative,White,Female,yes,yes,yes,United-States,-1.0
no,?,no,HS-grad,no,Never-married,?,Own-child,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Bachelors,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,Assoc-voc,yes,Divorced,Exec-managerial,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,no,11th,no,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Local-gov,yes,Bachelors,yes,Married-civ-spouse,Protective-serv,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Assoc-voc,yes,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,Bachelors,yes,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,yes,Some-college,yes,Widowed,Other-service,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
yes,Private,yes,Some-college,yes,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,Some-college,yes,Never-married,Machine-op-inspct,Own-child,White,Male,yes,yes,yes,United-States,1.0
yes,?,yes,Bachelors,yes,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,yes,yes,no,Philippines,-1.0
yes,Private,no,HS-grad,no,Never-married,Transport-moving,Unmarried,Black,Female,yes,yes,yes,United-States,-1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,no,United-States,-1.0
no,?,no,Some-college,yes,Never-married,?,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
yes,Private,yes,1st-4th,no,Widowed,Priv-house-serv,Not-in-family,Black,Female,yes,yes,no,United-States,-1.0
no,Private,no,10th,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,Bachelors,yes,Never-married,Sales,Own-child,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,Some-college,yes,Never-married,Sales,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
no,Private,no,HS-grad,no,Never-married,Other-service,Not-in-family,Other,Female,yes,yes,no,United-States,-1.0
yes,State-gov,yes,Masters,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Self-emp-inc,yes,Bachelors,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,Bachelors,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,Bachelors,yes,Never-married,Adm-clerical,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,?,no,Some-college,yes,Never-married,?,Own-child,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,no,HS-grad,no,Divorced,Handlers-cleaners,Unmarried,White,Female,yes,yes,no,United-States,-1.0
yes,Private,yes,Bachelors,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,yes,Assoc-voc,yes,Never-married,Sales,Unmarried,Black,Female,yes,yes,no,United-States,-1.0
no,Private,yes,Assoc-acdm,yes,Never-married,Other-service,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Other-service,Wife,White,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Sales,Wife,White,Female,yes,yes,yes,United-States,-1.0
yes,Self-emp-inc,no,Doctorate,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,Bachelors,yes,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,HS-grad,no,Widowed,Craft-repair,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Other-service,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Local-gov,no,Bachelors,yes,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,yes,yes,yes,Vietnam,-1.0
no,Private,no,Assoc-voc,yes,Divorced,Sales,Own-child,White,Female,yes,yes,no,United-States,-1.0
no,Private,no,Some-college,yes,Never-married,Sales,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
yes,Self-emp-inc,yes,Bachelors,yes,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,no,HS-grad,no,Never-married,Adm-clerical,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,yes,Bachelors,yes,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,yes,yes,yes,Philippines,1.0
no,Private,no,Masters,yes,Divorced,Exec-managerial,Not-in-family,White,Male,yes,yes,yes,United-States,1.0
no,?,yes,Assoc-acdm,yes,Never-married,?,Not-in-family,White,Male,yes,yes,no,United-States,-1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Self-emp-not-inc,no,Some-college,yes,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,10th,no,Never-married,Other-service,Own-child,Black,Male,yes,yes,no,United-States,-1.0
no,Private,no,HS-grad,no,Never-married,Adm-clerical,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
no,Self-emp-not-inc,yes,HS-grad,no,Never-married,Craft-repair,Own-child,White,Male,yes,yes,no,United-States,-1.0
yes,Private,no,Some-college,yes,Never-married,Other-service,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
yes,Federal-gov,yes,Bachelors,yes,Divorced,Tech-support,Unmarried,Black,Female,yes,yes,yes,United-States,-1.0
no,Private,no,HS-grad,no,Never-married,Exec-managerial,Own-child,Other,Female,yes,yes,yes,Mexico,-1.0
yes,Private,yes,HS-grad,no,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,no,Some-college,yes,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,Masters,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,no,United-States,1.0
no,Private,yes,7th-8th,no,Never-married,Adm-clerical,Own-child,White,Male,yes,yes,yes,United-States,-1.0
no,Federal-gov,yes,Masters,yes,Married-civ-spouse,Adm-clerical,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,HS-grad,no,Never-married,Adm-clerical,Own-child,White,Female,yes,yes,no,United-States,-1.0
yes,Private,yes,Bachelors,yes,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,HS-grad,no,Never-married,Other-service,Not-in-family,Black,Male,yes,yes,yes,United-States,-1.0
no,Self-emp-inc,no,HS-grad,no,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,Assoc-acdm,yes,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,yes,yes,no,Hong,-1.0
yes,Self-emp-not-inc,yes,11th,no,Married-civ-spouse,Transport-moving,Husband,Black,Male,yes,yes,yes,United-States,-1.0
no,Self-emp-not-inc,yes,Bachelors,yes,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,yes,yes,yes,China,-1.0
no,?,no,HS-grad,no,Never-married,?,Own-child,White,Female,yes,yes,no,United-States,-1.0
no,Self-emp-not-inc,no,Bachelors,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,Assoc-voc,yes,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,Some-college,yes,Never-married,Adm-clerical,Own-child,White,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,7th-8th,no,Never-married,Machine-op-inspct,Other-relative,White,Female,yes,yes,yes,Dominican-Republic,-1.0
no,Private,no,10th,no,Never-married,Other-service,Own-child,White,Male,yes,yes,no,United-States,-1.0
yes,Private,yes,11th,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,5th-6th,no,Separated,Other-service,Unmarried,Black,Female,yes,yes,yes,Scotland,-1.0
no,Private,no,Assoc-acdm,yes,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,HS-grad,no,Divorced,Adm-clerical,Unmarried,White,Female,yes,yes,no,United-States,1.0
no,Private,no,Masters,yes,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,yes,yes,no,United-States,-1.0
no,Private,yes,Some-college,yes,Never-married,Exec-managerial,Not-in-family,Black,Female,yes,yes,no,United-States,-1.0
yes,Federal-gov,no,Bachelors,yes,Never-married,Exec-managerial,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,no,Assoc-voc,yes,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,yes,yes,yes,India,1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,11th,no,Divorced,Sales,Unmarried,White,Female,yes,yes,no,United-States,-1.0
yes,Self-emp-inc,yes,HS-grad,no,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,?,yes,10th,no,Widowed,?,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,yes,HS-grad,no,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,no,United-States,-1.0
yes,Private,yes,Masters,yes,Married-civ-spouse,Exec-managerial,Wife,White,Female,yes,yes,yes,United-States,1.0
yes,Self-emp-not-inc,yes,11th,no,Married-civ-spouse,Other-service,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,Assoc-voc,yes,Married-civ-spouse,Tech-support,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Bachelors,yes,Widowed,Sales,Not-in-family,White,Male,yes,yes,yes,United-States,1.0
no,Local-gov,no,Bachelors,yes,Separated,Prof-specialty,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,Assoc-voc,yes,Never-married,Tech-support,Own-child,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Bachelors,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,yes,HS-grad,no,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,Assoc-acdm,yes,Divorced,Tech-support,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,HS-grad,no,Never-married,Machine-op-inspct,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
no,Private,no,Some-college,yes,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,12th,no,Never-married,Other-service,Own-child,Black,Male,yes,yes,no,United-States,1.0
no,Private,no,Bachelors,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Federal-gov,yes,Some-college,yes,Never-married,Exec-managerial,Not-in-family,Black,Male,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,yes,Preschool,no,Married-civ-spouse,Transport-moving,Husband,Black,Male,yes,yes,yes,Haiti,-1.0
yes,Private,yes,Assoc-voc,yes,Never-married,Prof-specialty,Not-in-family,White,Female,yes,yes,yes,United-States,1.0
yes,Federal-gov,yes,Bachelors,yes,Divorced,Exec-managerial,Not-in-family,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,no,Some-college,yes,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Self-emp-not-inc,yes,Bachelors,yes,Married-civ-spouse,Exec-managerial,Wife,White,Female,yes,yes,yes,United-States,1.0
