0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
bin2,Private,bin8,Some-college,bin8,Married-civ-spouse,Sales,Husband,White,Male,bin10,bin10,bin10,United-States,1
bin1,Private,bin6,Some-college,bin8,Never-married,Handlers-cleaners,Own-child,White,Male,bin10,bin10,bin2,United-States,-1
bin9,Private,bin3,HS-grad,bin6,Divorced,Adm-clerical,Unmarried,White,Female,bin10,bin10,bin3,?,-1
bin3,Private,bin5,HS-grad,bin6,Never-married,Craft-repair,Own-child,White,Male,bin10,bin10,bin8,United-States,-1
bin10,Private,bin5,Bachelors,bin10,Divorced,Sales,Unmarried,White,Female,bin10,bin10,bin2,United-States,-1
bin9,Private,bin2,Some-college,bin8,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,bin10,bin10,bin8,United-States,-1
bin6,Private,bin7,HS-grad,bin6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin4,Private,bin4,Bachelors,bin10,Married-civ-spouse,Exec-managerial,Husband,White,Male,bin10,bin10,bin8,United-States,1
bin9,Local-gov,bin4,9th,bin1,Married-civ-spouse,Transport-moving,Husband,Black,Male,bin10,bin10,bin8,United-States,-1
bin9,Self-emp-inc,bin1,HS-grad,bin6,Married-civ-spouse,Farming-fishing,Husband,White,Male,bin10,bin10,bin8,United-States,1
bin7,Private,bin9,HS-grad,bin6,Married-civ-spouse,Transport-moving,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin3,Private,bin3,Bachelors,bin10,Never-married,Tech-support,Own-child,White,Male,bin10,bin10,bin8,United-States,-1
bin5,Private,bin8,Preschool,bin1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,bin10,bin10,bin8,Mexico,-1
bin9,Private,bin10,HS-grad,bin6,Married-civ-spouse,Sales,Husband,White,Male,bin10,bin10,bin10,United-States,-1
bin7,Private,bin6,Some-college,bin8,Divorced,Machine-op-inspct,Not-in-family,White,Male,bin10,bin10,bin8,United-States,-1
bin4,State-gov,bin1,11th,bin2,Married-civ-spouse,Transport-moving,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin9,?,bin5,Masters,bin10,Married-civ-spouse,?,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin6,Private,bin4,Some-college,bin8,Divorced,Other-service,Unmarried,White,Female,bin10,bin10,bin10,United-States,-1
bin10,Private,bin9,Preschool,bin1,Widowed,Priv-house-serv,Other-relative,White,Female,bin10,bin10,bin8,Guatemala,-1
bin10,Private,bin3,Assoc-voc,bin8,Divorced,Other-service,Not-in-family,White,Male,bin10,bin10,bin1,United-States,-1
bin1,Private,bin10,HS-grad,bin6,Never-married,Handlers-cleaners,Own-child,Black,Male,bin10,bin10,bin1,United-States,-1
bin10,Private,bin2,7th-8th,bin1,Married-civ-spouse,Other-service,Husband,White,Male,bin10,bin10,bin9,United-States,-1
bin6,Private,bin10,HS-grad,bin6,Divorced,Craft-repair,Not-in-family,White,Male,bin10,bin10,bin8,United-States,-1
bin8,Private,bin8,Doctorate,bin10,Widowed,Prof-specialty,Unmarried,White,Male,bin10,bin10,bin8,Iran,1
bin9,Self-emp-not-inc,bin3,Prof-school,bin10,Married-civ-spouse,Prof-specialty,Husband,Other,Male,bin10,bin10,bin10,India,1
bin10,Local-gov,bin4,Assoc-acdm,bin9,Divorced,Other-service,Not-in-family,White,Female,bin10,bin10,bin2,United-States,-1
bin5,Private,bin6,12th,bin2,Divorced,Craft-repair,Not-in-family,White,Male,bin10,bin10,bin8,United-States,-1
bin6,State-gov,bin5,Assoc-acdm,bin9,Never-married,Adm-clerical,Not-in-family,Black,Male,bin10,bin10,bin8,United-States,-1
bin6,State-gov,bin8,HS-grad,bin6,Divorced,Craft-repair,Own-child,White,Male,bin10,bin10,bin8,United-States,-1
bin5,Private,bin4,HS-grad,bin6,Never-married,Tech-support,Not-in-family,White,Male,bin10,bin10,bin8,United-States,-1
bin1,Private,bin7,Some-college,bin8,Never-married,Other-service,Own-child,White,Male,bin10,bin10,bin1,United-States,-1
bin8,Private,bin5,12th,bin2,Divorced,Machine-op-inspct,Unmarried,White,Female,bin10,bin10,bin8,United-States,-1
bin7,Self-emp-not-inc,bin8,HS-grad,bin6,Divorced,Sales,Own-child,White,Male,bin10,bin10,bin10,?,-1
bin9,Local-gov,bin4,Some-college,bin8,Married-civ-spouse,Protective-serv,Husband,White,Male,bin10,bin10,bin8,United-States,1
bin3,Private,bin1,Assoc-voc,bin8,Never-married,Craft-repair,Not-in-family,White,Male,bin10,bin10,bin10,United-States,-1
bin5,Private,bin9,Some-college,bin8,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,bin10,bin10,bin8,United-States,-1
bin7,Private,bin4,HS-grad,bin6,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin10,United-States,1
bin9,Local-gov,bin3,HS-grad,bin6,Married-civ-spouse,Protective-serv,Husband,White,Male,bin10,bin10,bin10,United-States,-1
bin10,Self-emp-not-inc,bin4,Bachelors,bin10,Married-civ-spouse,Farming-fishing,Husband,White,Male,bin10,bin10,bin2,United-States,-1
bin4,Private,bin6,Masters,bin10,Never-married,Prof-specialty,Not-in-family,White,Female,bin10,bin10,bin9,United-States,-1
bin8,Private,bin4,Some-college,bin8,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,bin10,bin10,bin9,United-States,-1
bin7,Self-emp-not-inc,bin8,Some-college,bin8,Divorced,Other-service,Not-in-family,White,Female,bin10,bin10,bin8,United-States,-1
bin10,Federal-gov,bin9,Some-college,bin8,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,bin10,bin10,bin8,Laos,-1
bin6,Private,bin8,HS-grad,bin6,Married-civ-spouse,Sales,Husband,White,Male,bin10,bin10,bin9,United-States,-1
bin10,Self-emp-not-inc,bin1,HS-grad,bin6,Married-civ-spouse,Farming-fishing,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin10,Self-emp-not-inc,bin1,HS-grad,bin6,Married-civ-spouse,Farming-fishing,Husband,White,Male,bin10,bin10,bin3,United-States,-1
bin8,Self-emp-not-inc,bin10,HS-grad,bin6,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin2,United-States,-1
bin6,Private,bin10,Doctorate,bin10,Married-civ-spouse,Prof-specialty,Wife,White,Female,bin10,bin10,bin3,United-States,-1
bin4,Private,bin10,Assoc-acdm,bin9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,bin10,bin10,bin1,United-States,-1
bin10,State-gov,bin8,Some-college,bin8,Widowed,Adm-clerical,Not-in-family,White,Female,bin10,bin10,bin1,United-States,-1
bin4,Private,bin6,Some-college,bin8,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin10,United-States,-1
bin9,Private,bin9,11th,bin2,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin9,United-States,-1
bin7,Private,bin1,HS-grad,bin6,Never-married,Handlers-cleaners,Not-in-family,White,Male,bin10,bin10,bin8,United-States,-1
bin1,?,bin1,Some-college,bin8,Never-married,?,Own-child,White,Female,bin10,bin10,bin1,United-States,-1
bin4,Local-gov,bin1,HS-grad,bin6,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin10,Germany,1
bin6,Private,bin7,Assoc-voc,bin8,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,bin10,bin10,bin8,United-States,-1
bin7,Private,bin9,Bachelors,bin10,Married-civ-spouse,Exec-managerial,Husband,White,Male,bin10,bin10,bin10,United-States,1
bin7,Private,bin7,Some-college,bin8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin7,Local-gov,bin9,HS-grad,bin6,Married-civ-spouse,Adm-clerical,Husband,White,Male,bin10,bin10,bin1,United-States,-1
bin8,Self-emp-inc,bin10,Assoc-voc,bin8,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,bin10,bin10,bin10,Thailand,-1
bin7,Federal-gov,bin7,Assoc-acdm,bin9,Married-civ-spouse,Prof-specialty,Husband,White,Male,bin10,bin10,bin8,United-States,1
bin4,Local-gov,bin1,Assoc-acdm,bin9,Never-married,Protective-serv,Unmarried,White,Male,bin10,bin10,bin8,United-States,-1
bin2,Private,bin6,Some-college,bin8,Never-married,Handlers-cleaners,Own-child,White,Male,bin10,bin10,bin1,United-States,-1
bin10,Self-emp-inc,bin1,HS-grad,bin6,Married-civ-spouse,Farming-fishing,Husband,White,Male,bin10,bin10,bin10,United-States,-1
bin7,Private,bin6,HS-grad,bin6,Married-civ-spouse,Transport-moving,Husband,White,Male,bin10,bin10,bin10,United-States,1
bin2,Local-gov,bin9,Bachelors,bin10,Never-married,Prof-specialty,Own-child,White,Female,bin10,bin10,bin8,United-States,-1
bin1,Private,bin10,12th,bin2,Never-married,Sales,Own-child,White,Female,bin10,bin10,bin1,United-States,-1
bin10,Private,bin4,HS-grad,bin6,Married-civ-spouse,Adm-clerical,Husband,White,Male,bin10,bin10,bin10,United-States,1
bin6,Private,bin7,HS-grad,bin6,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin10,Private,bin8,Bachelors,bin10,Divorced,Exec-managerial,Not-in-family,White,Female,bin10,bin10,bin8,United-States,1
bin10,Local-gov,bin10,Masters,bin10,Married-civ-spouse,Prof-specialty,Wife,White,Female,bin10,bin10,bin8,United-States,1
bin10,Private,bin5,HS-grad,bin6,Widowed,Handlers-cleaners,Unmarried,White,Female,bin10,bin10,bin8,United-States,-1
bin3,Local-gov,bin8,HS-grad,bin6,Divorced,Tech-support,Unmarried,White,Female,bin10,bin10,bin8,United-States,-1
bin2,Private,bin2,HS-grad,bin6,Never-married,Machine-op-inspct,Not-in-family,White,Male,bin10,bin10,bin8,United-States,-1
bin5,Private,bin5,10th,bin1,Never-married,Other-service,Unmarried,Black,Female,bin10,bin10,bin1,United-States,-1
bin10,Private,bin8,HS-grad,bin6,Widowed,Adm-clerical,Not-in-family,White,Female,bin10,bin10,bin3,United-States,-1
bin7,Private,bin2,HS-grad,bin6,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,bin10,bin10,bin10,United-States,-1
bin5,Private,bin8,11th,bin2,Divorced,Craft-repair,Own-child,White,Male,bin10,bin10,bin10,United-States,-1
bin3,Local-gov,bin7,Some-college,bin8,Never-married,Adm-clerical,Own-child,White,Female,bin10,bin10,bin1,United-States,-1
bin9,Private,bin9,HS-grad,bin6,Married-civ-spouse,Transport-moving,Husband,White,Male,bin10,bin10,bin10,United-States,1
bin7,Private,bin3,Bachelors,bin10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,bin10,bin10,bin3,United-States,-1
bin3,Private,bin10,11th,bin2,Never-married,Craft-repair,Not-in-family,White,Male,bin10,bin10,bin8,United-States,-1
bin4,Local-gov,bin8,Assoc-acdm,bin9,Married-civ-spouse,Protective-serv,Husband,White,Male,bin10,bin10,bin10,United-States,1
bin4,Private,bin3,HS-grad,bin6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,bin10,bin10,bin10,Ireland,1
bin3,Private,bin4,HS-grad,bin6,Never-married,Other-service,Not-in-family,White,Male,bin10,bin10,bin8,United-States,-1
bin8,Federal-gov,bin10,Masters,bin10,Married-civ-spouse,Armed-Forces,Husband,White,Male,bin10,bin10,bin8,United-States,1
bin5,Private,bin7,HS-grad,bin6,Divorced,Tech-support,Not-in-family,White,Female,bin10,bin10,bin8,United-States,-1
bin2,Private,bin7,Some-college,bin8,Separated,Farming-fishing,Other-relative,White,Female,bin10,bin10,bin8,United-States,-1
bin2,?,bin3,HS-grad,bin6,Never-married,?,Own-child,White,Male,bin10,bin10,bin8,United-States,-1
bin9,Private,bin4,Bachelors,bin10,Married-civ-spouse,Exec-managerial,Husband,White,Male,bin10,bin10,bin10,United-States,1
bin8,Private,bin3,Assoc-voc,bin8,Divorced,Exec-managerial,Unmarried,White,Female,bin10,bin10,bin9,United-States,-1
bin6,Self-emp-not-inc,bin5,11th,bin2,Married-civ-spouse,Transport-moving,Husband,White,Male,bin10,bin10,bin9,United-States,-1
bin9,Local-gov,bin9,Bachelors,bin10,Married-civ-spouse,Protective-serv,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin10,Private,bin3,Assoc-voc,bin8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin8,Private,bin7,Bachelors,bin10,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin9,United-States,1
bin10,Private,bin7,Some-college,bin8,Widowed,Other-service,Not-in-family,White,Female,bin10,bin10,bin3,United-States,-1
bin6,Private,bin10,Some-college,bin8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,bin10,bin10,bin10,United-States,1
bin5,Private,bin9,Some-college,bin8,Never-married,Machine-op-inspct,Own-child,White,Male,bin10,bin10,bin10,United-States,1
bin7,?,bin10,Bachelors,bin10,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,bin10,bin10,bin1,Philippines,-1
bin9,Private,bin1,HS-grad,bin6,Never-married,Transport-moving,Unmarried,Black,Female,bin10,bin10,bin8,United-States,-1
bin10,Private,bin4,HS-grad,bin6,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin2,United-States,-1
bin2,?,bin2,Some-college,bin8,Never-married,?,Not-in-family,White,Female,bin10,bin10,bin1,United-States,-1
bin10,Private,bin7,1st-4th,bin1,Widowed,Priv-house-serv,Not-in-family,Black,Female,bin10,bin10,bin2,United-States,-1
bin6,Private,bin3,10th,bin1,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin4,Private,bin4,Bachelors,bin10,Never-married,Sales,Own-child,White,Male,bin10,bin10,bin8,United-States,-1
bin2,Private,bin1,Some-college,bin8,Never-married,Sales,Not-in-family,White,Female,bin10,bin10,bin1,United-States,-1
bin4,Private,bin6,HS-grad,bin6,Never-married,Other-service,Not-in-family,Other,Female,bin10,bin10,bin3,United-States,-1
bin10,State-gov,bin7,Masters,bin10,Married-civ-spouse,Exec-managerial,Husband,White,Male,bin10,bin10,bin10,United-States,1
bin10,Self-emp-inc,bin7,Bachelors,bin10,Married-civ-spouse,Exec-managerial,Husband,White,Male,bin10,bin10,bin8,United-States,1
bin10,Private,bin3,Bachelors,bin10,Married-civ-spouse,Exec-managerial,Husband,White,Male,bin10,bin10,bin8,United-States,1
bin3,Private,bin7,HS-grad,bin6,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,bin10,bin10,bin8,United-States,-1
bin3,Private,bin10,Bachelors,bin10,Never-married,Adm-clerical,Not-in-family,White,Male,bin10,bin10,bin8,United-States,-1
bin1,?,bin5,Some-college,bin8,Never-married,?,Own-child,White,Female,bin10,bin10,bin8,United-States,-1
bin9,Private,bin5,HS-grad,bin6,Divorced,Handlers-cleaners,Unmarried,White,Female,bin10,bin10,bin1,United-States,-1
bin8,Private,bin9,Bachelors,bin10,Married-civ-spouse,Prof-specialty,Husband,White,Male,bin10,bin10,bin8,United-States,1
bin6,Private,bin9,Assoc-voc,bin8,Never-married,Sales,Unmarried,Black,Female,bin10,bin10,bin1,United-States,-1
bin1,Private,bin7,Assoc-acdm,bin9,Never-married,Other-service,Not-in-family,White,Female,bin10,bin10,bin8,United-States,-1
bin6,Private,bin3,HS-grad,bin6,Married-civ-spouse,Other-service,Wife,White,Female,bin10,bin10,bin8,United-States,-1
bin3,Private,bin9,HS-grad,bin6,Married-civ-spouse,Sales,Wife,White,Female,bin10,bin10,bin8,United-States,-1
bin8,Self-emp-inc,bin2,Doctorate,bin10,Married-civ-spouse,Prof-specialty,Husband,White,Male,bin10,bin10,bin10,United-States,-1
bin7,Private,bin8,Bachelors,bin10,Married-civ-spouse,Sales,Husband,White,Male,bin10,bin10,bin10,United-States,-1
bin9,Private,bin5,HS-grad,bin6,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin10,Private,bin8,HS-grad,bin6,Widowed,Craft-repair,Not-in-family,White,Female,bin10,bin10,bin8,United-States,-1
bin10,Private,bin3,HS-grad,bin6,Married-civ-spouse,Other-service,Husband,White,Male,bin10,bin10,bin10,United-States,-1
bin6,Local-gov,bin4,Bachelors,bin10,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,bin10,bin10,bin8,Vietnam,-1
bin4,Private,bin5,Assoc-voc,bin8,Divorced,Sales,Own-child,White,Female,bin10,bin10,bin3,United-States,-1
bin1,Private,bin1,Some-college,bin8,Never-married,Sales,Not-in-family,White,Female,bin10,bin10,bin2,United-States,-1
bin6,Self-emp-inc,bin10,Bachelors,bin10,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin10,United-States,1
bin2,Private,bin6,HS-grad,bin6,Never-married,Adm-clerical,Not-in-family,White,Female,bin10,bin10,bin8,United-States,-1
bin7,Private,bin7,Bachelors,bin10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,bin10,bin10,bin8,Philippines,1
bin5,Private,bin6,Masters,bin10,Divorced,Exec-managerial,Not-in-family,White,Male,bin10,bin10,bin10,United-States,1
bin2,?,bin7,Assoc-acdm,bin9,Never-married,?,Not-in-family,White,Male,bin10,bin10,bin1,United-States,-1
bin6,Private,bin4,HS-grad,bin6,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin5,Self-emp-not-inc,bin1,Some-college,bin8,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin10,United-States,-1
bin5,Private,bin10,10th,bin1,Never-married,Other-service,Own-child,Black,Male,bin10,bin10,bin1,United-States,-1
bin3,Private,bin6,HS-grad,bin6,Never-married,Adm-clerical,Unmarried,White,Female,bin10,bin10,bin9,United-States,-1
bin6,Self-emp-not-inc,bin9,HS-grad,bin6,Never-married,Craft-repair,Own-child,White,Male,bin10,bin10,bin3,United-States,-1
bin9,Private,bin2,Some-college,bin8,Never-married,Other-service,Not-in-family,White,Female,bin10,bin10,bin10,United-States,-1
bin7,Federal-gov,bin9,Bachelors,bin10,Divorced,Tech-support,Unmarried,Black,Female,bin10,bin10,bin8,United-States,-1
bin3,Private,bin5,HS-grad,bin6,Never-married,Exec-managerial,Own-child,Other,Female,bin10,bin10,bin8,Mexico,-1
bin10,Private,bin10,HS-grad,bin6,Married-civ-spouse,Sales,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin10,Self-emp-not-inc,bin1,Some-college,bin8,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin3,Private,bin3,Masters,bin10,Married-civ-spouse,Prof-specialty,Husband,White,Male,bin10,bin10,bin3,United-States,1
bin1,Private,bin10,7th-8th,bin1,Never-married,Adm-clerical,Own-child,White,Male,bin10,bin10,bin10,United-States,-1
bin5,Federal-gov,bin10,Masters,bin10,Married-civ-spouse,Adm-clerical,Husband,White,Male,bin10,bin10,bin10,United-States,1
bin2,Private,bin10,HS-grad,bin6,Never-married,Adm-clerical,Own-child,White,Female,bin10,bin10,bin2,United-States,-1
bin6,Private,bin10,Bachelors,bin10,Married-civ-spouse,Sales,Husband,White,Male,bin10,bin10,bin8,United-States,1
bin10,Private,bin1,HS-grad,bin6,Never-married,Other-service,Not-in-family,Black,Male,bin10,bin10,bin8,United-States,-1
bin5,Self-emp-inc,bin4,HS-grad,bin6,Married-civ-spouse,Sales,Husband,White,Male,bin10,bin10,bin10,United-States,-1
bin5,Private,bin10,Assoc-acdm,bin9,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,bin10,bin10,bin2,Hong,-1
bin8,Self-emp-not-inc,bin10,11th,bin2,Married-civ-spouse,Transport-moving,Husband,Black,Male,bin10,bin10,bin9,United-States,-1
bin5,Self-emp-not-inc,bin10,Bachelors,bin10,Married-civ-spouse,Sales,Husband,White,Male,bin10,bin10,bin10,United-States,1
bin7,Private,bin6,HS-grad,bin6,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,bin10,bin10,bin8,China,-1
bin1,?,bin2,HS-grad,bin6,Never-married,?,Own-child,White,Female,bin10,bin10,bin2,United-States,-1
bin5,Self-emp-not-inc,bin6,Bachelors,bin10,Married-civ-spouse,Prof-specialty,Husband,White,Male,bin10,bin10,bin10,United-States,-1
bin4,Private,bin1,Assoc-voc,bin8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin3,Private,bin4,Some-college,bin8,Never-married,Adm-clerical,Own-child,White,Female,bin10,bin10,bin8,United-States,-1
bin3,Private,bin7,7th-8th,bin1,Never-married,Machine-op-inspct,Other-relative,White,Female,bin10,bin10,bin8,Dominican-Republic,-1
bin1,Private,bin2,10th,bin1,Never-married,Other-service,Own-child,White,Male,bin10,bin10,bin1,United-States,-1
bin9,Private,bin10,11th,bin2,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin8,United-States,1
bin9,Private,bin3,5th-6th,bin1,Separated,Other-service,Unmarried,Black,Female,bin10,bin10,bin8,Scotland,-1
bin4,Private,bin1,Assoc-acdm,bin9,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin5,Private,bin7,HS-grad,bin6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin9,Private,bin2,HS-grad,bin6,Divorced,Adm-clerical,Unmarried,White,Female,bin10,bin10,bin2,United-States,1
bin5,Private,bin4,Masters,bin10,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,bin10,bin10,bin1,United-States,-1
bin2,Private,bin7,Some-college,bin8,Never-married,Exec-managerial,Not-in-family,Black,Female,bin10,bin10,bin1,United-States,-1
bin8,Federal-gov,bin2,Bachelors,bin10,Never-married,Exec-managerial,Not-in-family,White,Female,bin10,bin10,bin9,United-States,-1
bin7,Private,bin4,Assoc-voc,bin8,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,bin10,bin10,bin10,India,1
bin3,Private,bin7,HS-grad,bin6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,bin10,bin10,bin8,United-States,-1
bin4,Private,bin2,HS-grad,bin6,Married-civ-spouse,Craft-repair,Husband,White,Male,bin10,bin10,bin10,United-States,-1
bin2,Private,bin7,11th,bin2,Divorced,Sales,Unmarried,White,Female,bin10,bin10,bin3,United-States,-1
bin9,Self-emp-inc,bin7,HS-grad,bin6,Married-civ-spouse,Exec-managerial,Husband,White,Male,bin10,bin10,bin8,United-States,1
bin10,?,bin8,10th,bin1,Widowed,?,Unmarried,White,Female,bin10,bin10,bin8,United-States,-1
bin6,Self-emp-not-inc,bin10,HS-grad,bin6,Married-civ-spouse,Transport-moving,Husband,White,Male,bin10,bin10,bin2,United-States,-1
bin7,Private,bin8,Masters,bin10,Married-civ-spouse,Exec-managerial,Wife,White,Female,bin10,bin10,bin8,United-States,1
bin6,Self-emp-not-inc,bin10,11th,bin2,Married-civ-spouse,Other-service,Husband,White,Male,bin10,bin10,bin10,United-States,-1
